"datetime","title","service","voc_type","voc_date","text"
"2018-01-22 오전 11:25:05","고객 답변을 주신거를 지키긴 하나요?",">  >","","","기존에 문의 했던거 답변보니 뭐 답변 달고 그대로 진행된거는 없어보이네요.2층에도 면식 제공을 준비하기 위하여러면자동화 직화기기 설치를 차주 까지 완료할 예정입니다. ==> 12월부터 현재까지 2층에 설치 흔적 조차 없고 이미 5주가 지났는데요. 이번에도 협의중이죠?또한 기기 설치 후 1층에서 제공하는 면식을 동일하게 2층에서도 제공할 수 있도록배식 방법에 대하여 운영업체와 협의하고 있습니다. ==> 협의는 2100년 까지 하시는거죠?==========고객님! 안녕하세요.고객님의 의견에 답변을 드립니다. 의견을 주신 내용과 같이 2층에도 면식 제공을 준비하기 위하여러면자동화 직화기기 설치를 차주 까지 완료할 예정입니다.또한 기기 설치 후 1층에서 제공하는 면식을 동일하게 2층에서도 제공할 수 있도록배식 방법에 대하여 운영업체와 협의하고 있습니다.감사합니다.  원문내용 ====안녕하세요. 중앙식당에서 식권으로 식사를 하고 있는데요.예전 부터 느낀거지만 1층은 카드키만 이용 할 수 있어 카드키만 기타식을 이용할 수 있는데요.기존의 식권사용자의 불편 사항에 대한 답변들을 보면 1. 면식의 경우 2층,3층 시설/환경 구조상 면 코너 추가 오픈은 불가능한 실정입니다.-> 라고 답변을 주시는데 현재 식단을 보면 시설/활경 구조가 전혀 필요 없는 육계장, 감자탕등(한식, 기호식에 도 나오는 메뉴)이 나오는건 어떻게 설명 해주실수 있나요?2. 또한 외부공사 인력의 지속적인 식당이용 증가로 식당을 이용하는 입주사 고객의 불편이 발생되고 있어 부득이하게 층을 구분하여 각각 이용하는 계층별 전용공간으로 일부 해소하고 있습니다.-> 입주사 고객이 불편이 발생되고 있다고 하는데요. 저희 식권 으로 구매하여 식사하는 사람들은 고객아닌가요? 층을 분리하는 거에 대해서는 이해는 갑니다만 기타식을 2,3층에도 이용할 수 있게 메뉴를 추가해줄수 있지 않나요?(기타식이 라면같이 시설 이 필요한 경우에는 이해를 함 이를 제외한 경우 )기존에 외부공사인력이 없을때 1,2 층만 이용을 했었던걸로 기억을 하는데요. 사용자 규모도 커진 만큼에 대하여 메뉴, 시설등 개선이 좀 되어야 된다고 생각합니다.============================================================고객님! 안녕하세요.고객님의 의견에 답변을 드립니다.현재 외부공사인력 증가 및 SK하이닉스 고객사의 교대조 근무시간 변경에 따라 식당이용 고객이 기존 변경 전 보다 1,000식(중식기준) 이상 집중 이용 으로 식당의 혼잡이 발생되고 있습니다.이에 혼잡을 최소화하고 배식 지연/대기를 방지하기 위하여 외부인식권 고객과 카드키 고객을층을 구분하여 식당을 운영하고 있으며,또한 외부공사 인력의 지속적인 식당이용 증가로 식당을 이용하는 입주사 고객의 불편이 발생되고 있어 부득이하게 층을 구분하여 각각 이용하는 계층별 전용공간으로 일부 해소하고 있습니다.면식의 경우 2층,3층 시설/환경 구조상 면 코너 추가 오픈은 불가능한 실정입니다.불편하더라도 양해를 바라며 부득이 면 코너를 원하시는 외부인식권 고객님은 12시30분 이후에 1층 면식 이용이 가능하도록 조치해 드리고 있습니다.===="
"2018-01-22 오전 7:34:51","식단표 너무 늦게 올라와요","식당 >  >","","","아침에 확인 했는데 당일 중식이 아직도 안올라오는건 아닌거 같아요"
"2018-01-21 오전 11:10:23","교대 수원.용인 노선 연장.유지 건의드립니다","통근/셔틀버스 >  >","","","시범운영기간이(10월부터 6개월간). 4월까지로 알고있어계획 조차 거처를 옮기는것 조차 쉽지않습니다교대조는 통상과달리 A.B,C조 근무가 있어 일반 대중교통으로는 출.퇴근이 쉽지않습니다맞벌이 부부로써는. 자가용을 저 혼자만 이용할수도 없는 노릇이구요..또한. 임시 운행기간이라 이 점만 보고 이사 결정을 하기가 쉽지 않습니다.4월에 확정이 된다면 바로 이사 계획이 있습니다.또 교대버스 운영이 장기 연장 및 유지가 된다면 계획하고있는 대부분의 구성원들이 이사를 가고 이용을할것같습니다 많은 교대 인원이 이사 계획이 있는 것으로 알고 있습니다.통상 용인노선은 이용자 증가로 정거장이 늘어난것으로 알고있습니다하지만 수원.용인교대버스는 들리는 얘기로는 계획했던것보다 조기운영 종료로 알고 있습니다수원.용인 쪽 노선이 생기므로서 계획하고 있던 구성들의 출퇴근이 용이하다 생각 합니다.검토 건의드립니다!!"
"2018-01-19","1공장 식당 불편사항이요","secret","","",""
"2018-01-18 오후 8:08:16","복지관 식당 2층 아주머니 한분이 너무 말투가 공격적이시네요","식당 > 이천 > 선택하세요","불편 / 불친절 / 불편정도: 1","2018-01-18","한두번이면야 뭐아 피곤하셔서 그러신가보다 하고 넘어갈텐데오늘 점심 포함해서 세번째네요 제가 진상을 부린것도 아니고 협력업체다 정확히 말을 해드려도 제 말은 듣지도 않으시고옆에 계신 아주머니가 알겠다 하시고저번엔 그릇도 막 낚아채 가시던데 오늘 그 메뉴 줄 좀 길어서 보니깐 다른사람들한테도 다  그러시는거 같은데 솔직히 제가 뭐 그쪽한테 욕을했습니까 뭘 했습니까 반찬도 말없이가져가지는 않았자나요 더 먹어도 되냐 꼭 물어보고 가져가던가 받아가던가 하는데 왜 말을 그렇게 하시는지 모르겠네요?누군지 콕 찝어서 얘기는 안하겠습니다오늘도 겪어보니 이건 좀 아니다 싶어서 글 남깁니다 명찰 기억해뒀으니 서로 기분 안상하게 합시다 좀"
"2018-01-18 오후 2:07:21","장거리 통근버스 문의드립니다.","통근/셔틀버스 >  >","","","현재 서울 마포구쪽에 거주하며 셔틀버스로 출퇴근을 이용하고 있습니다.출근은 서울(강북) 노선에서 불광동 노선으로 탑승퇴근은 서울 시청선을 이용하여 퇴근길을 이용하고 있습니다.출근길은 불광쪽이 있는데, 퇴근일은 없더라구요.저와 같은 노선의 출퇴근자분들이 꽤 되시는것 같은데..혹시 퇴근 통근버스에 마포쪽이나 합정, 불광쪽 노선이 따로 있는데 제가 모르고 있는건지없다면 추후에 추가 계획이 있으신지 궁금합니다.감사합니다."
"2018-01-18 오후 12:27:30","칭찬합니다","식당 > 이천 > 행복1마을 > 조식","칭찬","2018-01-18","이른아침부터 기숙인들을 위해 고생하시는 영양사님을 칭찬합니다항상 고맙게 생각합니다오늘 아침도 너무너무 맛잇엇습니다"
"2018-01-18 오전 11:31:14","상시출입증 식사 등록 관련件","식당 >  >","","","안녕하세요 상시출입증 식사 등록때문에 문의드립니다.상시출입증으로 식사시 기기에 타각 하려면어떻게 어디서 등록을 해야 하는지 알려주세요."
"2018-01-18","수원선 1-2 노선 문의","secret","","",""
"2018-01-18 오전 8:45:40","사이트가 이상하네요",">  >","","","아래 글쓴이인데, 계속 오류나더니 여러번 등록이 됐네요.삭제도 안되고.."
"2018-01-18 오전 8:43:11","동문서답을 하시니 다시 문의 드립니다.",">  >","","","퇴식구 줄이 긴 상황에서 식판을 중첩해서 놓는 것에 대해 식당의 입장이 궁금합니다.가능한 행동인지, 욕먹을 행동인지====고객님! 안녕하세요.고객님의 의견에 답변을 드립니다.현재 발생되고 있는 현상에 대하여 유관 부서와 지속적으로 협의를 진행하고 있으며,빠른 시일 내 개선 될 수 있도록 하겠습니다.감사합니다. 원문내용 ====안녕하세요.늘 고생많으십니다.피크 시간대 식기반납 대기줄이 어마어마 합니다.제가 반납하러 가는 동선의 반대쪽으로 긴 줄 형성시 종종 이미 올려진 식판위에 중첩해서 올려놓기도 하는데요. (왜냐하면 한명이라도 대기인원을 줄여야 한다는 생각, 줄 끝을 찾아가면서 발생하는 혼란, 기존 통로 식사 인원의 불편함 등등)그럴때마다 안쪽 아무머니들이 엄청 소리치시네요. 중첩해서 올려놓지말라고..퇴식구 숫자를 늘려주시던, 아전처럼 위로 쌓을 수 있는 식판 반납기를 설치해주시던, 식판 중첩을 유도해주시던 빠른 대응이 필요합니다.마지막으로 식판을 중첩해서 놓는게 부적절한 방법인가요? 아주머니들의 신경질적인 반응에 서로 기분만 상하네요. 적절치 않다고 답 주시면 앞으로 그런 행동은 자제하겠습니다. 가능한 행동이면 아주머니들께 지침 안내 부탁드립니다. 지금은 서로 기분만 상하는 상황입니다.===="
"2018-01-18","야식시간 지키지도않고 정리하네요","secret","","",""
"2018-01-17 오후 5:12:34","식당 편의식 아침메뉴에 과채주스 추가해주시면 안될까요?","식당 > 이천 > 행복2마을 > 조식","건의","2018-01-17","하루야채같은거요. 꼭 메이저 아니더라도.. (사실 메이저 아닌 것이 더 좋지만.)무가당에 채소랑 과일로 주스 만든 것...따옴같은 순수과일 + 설탕물 주스 말구요..추가 가능할까요?설탕물 없는 주스가 먹고싶습니다...가끔 제공해주시는 후식용 수제주스 말고 편의식에요 ㅎㅎ아님 수제주스를 매일 제공해주셔도 좋습니다.답글 꼭 부탁드립니다."
"2018-01-17","청주 <-> 대전 간 노선 및 정류소별 탑승시간 문의 드립니다.","secret","","",""
"2018-01-17 오후 1:35:07","식당 배식구 추가 open 요청","식당 >  >","","","인원이 많이 늘었습니다.추가 배식구 open 해주세요"
"2018-01-17","궁금합니다.","secret","","",""
"2018-01-17 오전 5:51:05","종이 식권 문의요","식당 > 이천 > 선택하세요","문의","2018-01-17","이전에 식권 문의에 대한 답변글에 보면 1/22 부터 모바일 전자식권 도입인데그 전에 종이식권을 일정기간 내 충분한 소진이 이루어도록 운영한다고 하셨는데요이제 앞으로 일주일도 안 남았는데 남은 장수가 무수히 많은 사람들은 어떻게 소진하며소진 못 할시엔 환불은 되는건지 아니면 이 사항에 대한 게시글이 있는지 있다면 어디로 들어가서 확인을 해야하는지 알려주시면 감사하겠습니다 최대한 빠른 시일내에 알려주세요 종이식권을 이용하고 있는 협력업체 사람들은모바일 전자식권으로 바뀌면 어떻게 사용해야하는지 구매는 어떻게 하며 식당 이용할 시에 주의점이 있는지에 대해정보력이 부족하니 주의 기울여주시면 좋겠습니다."
"2018-01-16 오후 3:54:45","사내식당 정말 맛있는데 평이 안좋네요","식당 > 이천 > 중앙 > 중식","칭찬 / 맛&품질","2018-01-16","평이 안좋은 글이 많길래 올려요~저는 항상 맛있게 먹고 있습니다 식당밥이 너무 맛있고 알차서 쉬는 날에도 집앞이라 자주 가곤 합니다다들 얼마나 좋고 맛있는거 드시면 이가격에 이 식단에 불평을 표하는지 모르겠네요사내식당 조리사님들 힘내세요^^!~"
"2018-01-15 오후 4:40:12","청주 2캠퍼스 식당","식당 > 청주 > 2캠퍼스 > 중식","칭찬 / 친절","2017-12-30","안녕하세요...집에서 제대로 밥도 못얻어 먹고 다녀서 ^^평일 및 주말 회사에서 조식, 중식을 자주 먹는  SK 하이닉스 구성원 입니다.친절은 한방향이 아닌 서로 소통하면서 양방향으로 가는거라 생각합니다.예전엔 불평불만이 많은 저였지만 좋은 마음을 가지고 보게 되니점점 나아지고 있는 2캠퍼스 식당에 대해 칭찬과 감사의 말씀을 전하고자 합니다.저는 영양사분들은 나중에 감사드리고 ^^조리원 아주머니들을 칭찬해 드리겠습니다.힘들고 열악한 환경에서도 많이 웃어주시고 도움 주셔서 감사한 마음 가지고 있습니다.제가 불쌍하고 딱하게 생겼는지 ^^ 잘생긴 총각(?) 왔다고 좋아해 주시고가기만 하면 덤으로 하나씩 더 챙겨 주시려 하시고뭐 부족한거 없냐, 맛은 어떠냐... 먼저 와서 물어봐 주시고오늘 메뉴는 뭐로 만들었다 등등 PR도 하시면서 얘기하시는 걸 보고저야 잠깐 가서 밥먹고 오면 끝이지만그 짧은 시간을 위해 평소에도 노력을 많이 하신다는 그 마음이 저에게  진심으로 와닿았습니다.앞으로도 맛있는 식사를 위해 많은 노력을 부탁 드리고저만 많이 주지 마시고 저랑 같이 먹는 사람들도 다~ 많이 주세요 ㅎㅎㅎ나중에 기회가 된다면 제가 커피 한잔씩 대접할 기회가 있었으면 좋겠습니다.감사합니다.이름을 말씀드리면 창피해 하실테니 자체 ** 처리 하겠습니다.^^*태자 여사님 감사함니다*성복 여사님 감사합니다*경남 여사님 감사합니다.***(모두들) 여사님 감사합니다^^"
"2018-01-15 오후 3:52:26","식당 편의식 아침메뉴에 과채주스 추가해주시면 안될까요?","식당 > 이천 > 행복2마을 > 조식","건의","2018-01-15","하루야채같은거요. 꼭 메이저 아니더라도.. (사실 메이저 아닌 것이 더 좋지만.)무가당에 채소랑 과일로 주스 만든 것...따옴같은 순수과일 + 설탕물 주스 말구요..추가 가능할까요?설탕물 없는 주스가 먹고싶습니다...가끔 제공해주시는 후식용 수제주스 말고 편의식에요 ㅎㅎ아님 수제주스를 매일 제공해주셔도 좋습니다.답글 꼭 부탁드립니다."
"2018-01-15 오후 3:20:03","식기 반납 시 긴 대기줄 관련","식당 > 이천 > SKY > 중식","선택하세요","2018-01-15","안녕하세요.늘 고생많으십니다.피크 시간대 식기반납 대기줄이 어마어마 합니다.제가 반납하러 가는 동선의 반대쪽으로 긴 줄 형성시 종종 이미 올려진 식판위에 중첩해서 올려놓기도 하는데요. (왜냐하면 한명이라도 대기인원을 줄여야 한다는 생각, 줄 끝을 찾아가면서 발생하는 혼란, 기존 통로 식사 인원의 불편함 등등)그럴때마다 안쪽 아무머니들이 엄청 소리치시네요. 중첩해서 올려놓지말라고..퇴식구 숫자를 늘려주시던, 아전처럼 위로 쌓을 수 있는 식판 반납기를 설치해주시던, 식판 중첩을 유도해주시던 빠른 대응이 필요합니다.마지막으로 식판을 중첩해서 놓는게 부적절한 방법인가요? 아주머니들의 신경질적인 반응에 서로 기분만 상하네요. 적절치 않다고 답 주시면 앞으로 그런 행동은 자제하겠습니다. 가능한 행동이면 아주머니들께 지침 안내 부탁드립니다. 지금은 서로 기분만 상하는 상황입니다."
